Key,Game_Date,Game_Month,Game_Day_of_Week,Team,Opponent,Opponent_Division,Game_Result,Runs_Scored,Runs_Scored_Metric,Hits,Hits_Metric,Doubles,Triples,Home_Runs,Home_Runs_Metric,Extra_Base_Hits,Extra_Base_Hits_Metric,Walks,Strikeouts,Walks_Minus_Strikeouts,Walks_Minus_Strikeouts_Metric
98,2016-07-26,July,Tuesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,8,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,4,-1,Strikeouts > Walks
99,2016-07-27,July,Wednesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,1,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,0,5,-5,Strikeouts > Walks
100,2016-07-28,July,Thursday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,1,Runs_Scored <= 1,8,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,4,-2,Strikeouts > Walks
101,2016-07-29,July,Friday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,7,8,-1,Strikeouts > Walks
102,2016-07-30,July,Saturday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,7,12,-5,Strikeouts > Walks
103,2016-07-31,July,Sunday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,3,13,-10,Strikeouts > Walks
104,2016-08-01,August,Monday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,0,6,-6,Strikeouts > Walks
105,2016-08-02,August,Tuesday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
106,2016-08-03,August,Wednesday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,0,8,-8,Strikeouts > Walks
107,2016-08-04,August,Thursday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,3,Runs_Scored = 2 or 3,13,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
108,2016-08-05,August,Friday,Boston Red Sox,Los Angeles Dodgers,National League (NL) West,1,9,Runs_Scored > 5 but <= 9,10,Hits >= 10,0,0,3,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
109,2016-08-06,August,Saturday,Boston Red Sox,Los Angeles Dodgers,National League (NL) West,0,0,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,11,-9,Strikeouts > Walks
110,2016-08-07,August,Sunday,Boston Red Sox,Los Angeles Dodgers,National League (NL) West,0,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,6,10,-4,Strikeouts > Walks
111,2016-08-09,August,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,4,1,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,1,5,-4,Strikeouts > Walks
112,2016-08-10,August,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,6,5,1,Walks > Strikeouts
113,2016-08-11,August,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,5,0,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
114,2016-08-12,August,Friday,Boston Red Sox,Arizona Diamondbacks,National League (NL) West,1,9,Runs_Scored > 5 but <= 9,11,Hits >= 10,0,0,3,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,0,9,-9,Strikeouts > Walks
115,2016-08-13,August,Saturday,Boston Red Sox,Arizona Diamondbacks,National League (NL) West,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
116,2016-08-14,August,Sunday,Boston Red Sox,Arizona Diamondbacks,National League (NL) West,1,16,Runs_Scored >= 10,19,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,4,7,-3,Strikeouts > Walks
117,2016-08-15,August,Monday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,3,Runs_Scored = 2 or 3,10,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,5,-4,Strikeouts > Walks
118,2016-08-16,August,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,6,6,0,Walks = Strikeouts
119,2016-08-17,August,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,13,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,4,-2,Strikeouts > Walks
120,2016-08-18,August,Thursday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
121,2016-08-19,August,Friday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,10,Runs_Scored >= 10,16,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,2,7,-5,Strikeouts > Walks
122,2016-08-20,August,Saturday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
123,2016-08-21,August,Sunday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,1,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
124,2016-08-22,August,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,8,7,1,Walks > Strikeouts
125,2016-08-23,August,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
126,2016-08-24,August,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,14,-12,Strikeouts > Walks
127,2016-08-25,August,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
128,2016-08-26,August,Friday,Boston Red Sox,Kansas City Royals,American League (AL) Central,0,3,Runs_Scored = 2 or 3,15,Hits >= 10,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
129,2016-08-27,August,Saturday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,8,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,3,3,0,Walks = Strikeouts
130,2016-08-28,August,Sunday,Boston Red Sox,Kansas City Royals,American League (AL) Central,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
131,2016-08-29,August,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,14,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,4,7,-3,Strikeouts > Walks
132,2016-08-30,August,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
133,2016-08-31,August,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
134,2016-09-02,September,Friday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,16,Runs_Scored >= 10,17,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,6,5,1,Walks > Strikeouts
135,2016-09-03,September,Saturday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,11,Runs_Scored >= 10,17,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,4,12,-8,Strikeouts > Walks
136,2016-09-04,September,Sunday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,0,Runs_Scored <= 1,6,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,3,9,-6,Strikeouts > Walks
137,2016-09-05,September,Monday,Boston Red Sox,San Diego Padres,National League (NL) West,0,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,14,-12,Strikeouts > Walks
138,2016-09-06,September,Tuesday,Boston Red Sox,San Diego Padres,National League (NL) West,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
139,2016-09-07,September,Wednesday,Boston Red Sox,San Diego Padres,National League (NL) West,1,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
140,2016-09-09,September,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,13,Runs_Scored >= 10,18,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,4,6,-2,Strikeouts > Walks
141,2016-09-10,September,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,2,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
142,2016-09-11,September,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,11,Runs_Scored >= 10,11,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,6,11,-5,Strikeouts > Walks
143,2016-09-12,September,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,12,Runs_Scored >= 10,16,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,3,7,-4,Strikeouts > Walks
144,2016-09-13,September,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
145,2016-09-14,September,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,0,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,1,7,-6,Strikeouts > Walks
146,2016-09-15,September,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,5,2,3,Walks > Strikeouts
147,2016-09-16,September,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,2,2,0,Walks = Strikeouts
148,2016-09-17,September,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
149,2016-09-18,September,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
150,2016-09-19,September,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,2,4,-2,Strikeouts > Walks
151,2016-09-20,September,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,11,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
152,2016-09-21,September,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
153,2016-09-22,September,Thursday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,1,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,7,8,-1,Strikeouts > Walks
154,2016-09-23,September,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,5,7,-2,Strikeouts > Walks
155,2016-09-24,September,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
156,2016-09-25,September,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,6,8,-2,Strikeouts > Walks
157,2016-09-27,September,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,0,4,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
158,2016-09-28,September,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,8,3,5,Walks > Strikeouts
159,2016-09-29,September,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
160,2016-09-30,September,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,1,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
161,2016-10-01,October,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,6,2,4,Walks > Strikeouts
162,2016-10-02,October,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
163,2017-04-03,April,Monday,Boston Red Sox,Pittsburgh Pirates,National League (NL) Central,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,0,1,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
164,2017-04-05,April,Wednesday,Boston Red Sox,Pittsburgh Pirates,National League (NL) Central,1,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,6,10,-4,Strikeouts > Walks
165,2017-04-07,April,Friday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
166,2017-04-08,April,Saturday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
167,2017-04-09,April,Sunday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,11,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,6,3,3,Walks > Strikeouts
168,2017-04-10,April,Monday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
169,2017-04-11,April,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,15,Hits >= 10,2,1,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
170,2017-04-12,April,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,5,Runs_Scored = 4 or 5,11,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
171,2017-04-13,April,Thursday,Boston Red Sox,Pittsburgh Pirates,National League (NL) Central,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
172,2017-04-14,April,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,5,Runs_Scored = 4 or 5,14,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
173,2017-04-15,April,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,4,-2,Strikeouts > Walks
174,2017-04-16,April,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,17,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,3,3,0,Walks = Strikeouts
175,2017-04-17,April,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
176,2017-04-18,April,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,15,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
177,2017-04-19,April,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,0,Runs_Scored <= 1,6,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,9,-7,Strikeouts > Walks
178,2017-04-20,April,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
179,2017-04-21,April,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,0,Runs_Scored <= 1,6,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,4,-2,Strikeouts > Walks
180,2017-04-22,April,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
181,2017-04-23,April,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,14,Hits >= 10,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,4,0,Walks = Strikeouts
182,2017-04-26,April,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
183,2017-04-27,April,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,0,0,Runs_Scored <= 1,3,Hits <= 3,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,0,3,-3,Strikeouts > Walks
184,2017-04-28,April,Friday,Boston Red Sox,Chicago Cubs,National League (NL) Central,1,5,Runs_Scored = 4 or 5,13,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
185,2017-04-29,April,Saturday,Boston Red Sox,Chicago Cubs,National League (NL) Central,0,4,Runs_Scored = 4 or 5,10,Hits >= 10,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
186,2017-04-30,April,Sunday,Boston Red Sox,Chicago Cubs,National League (NL) Central,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
187,2017-05-01,May,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,2,2,Walks > Strikeouts
188,2017-05-02,May,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,4,-2,Strikeouts > Walks
189,2017-05-03,May,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,5,2,3,Walks > Strikeouts
190,2017-05-04,May,Thursday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,1,4,-3,Strikeouts > Walks
191,2017-05-05,May,Friday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
192,2017-05-06,May,Saturday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,11,Runs_Scored >= 10,16,Hits >= 10,4,0,3,Home_Runs > 1,7,Extra_Base_Hits > 5,6,8,-2,Strikeouts > Walks
193,2017-05-07,May,Sunday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,17,Runs_Scored >= 10,16,Hits >= 10,6,1,5,Home_Runs > 1,12,Extra_Base_Hits > 5,9,5,4,Walks > Strikeouts
194,2017-05-09,May,Tuesday,Boston Red Sox,Milwaukee Brewers,National League (NL) Central,0,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,6,10,-4,Strikeouts > Walks
195,2017-05-10,May,Wednesday,Boston Red Sox,Milwaukee Brewers,National League (NL) Central,0,4,Runs_Scored = 4 or 5,11,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,5,4,1,Walks > Strikeouts
196,2017-05-11,May,Thursday,Boston Red Sox,Milwaukee Brewers,National League (NL) Central,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,6,11,-5,Strikeouts > Walks
197,2017-05-12,May,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
198,2017-05-13,May,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
199,2017-05-14,May,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
200,2017-05-16,May,Tuesday,Boston Red Sox,St. Louis Cardinals,National League (NL) Central,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,3,4,-1,Strikeouts > Walks
201,2017-05-17,May,Wednesday,Boston Red Sox,St. Louis Cardinals,National League (NL) Central,1,5,Runs_Scored = 4 or 5,11,Hits >= 10,1,2,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
202,2017-05-18,May,Thursday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
203,2017-05-19,May,Friday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,2,Runs_Scored = 2 or 3,10,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,9,-5,Strikeouts > Walks
